1	29 
2	20 
3	10 
4	13 
5	4 
6	32 
7	38 
8	25 
9	25 
10	25 
11	8 
12	26 
13	41 
14	16 
15	18 
16	16 
17	22 
18	14 
19	26 
20	8 
21	11 
22	30 
23	37 
24	40 
25	22 
26	28 
27	14 
28	25 
29	22 
30	32 
31	14 
32	26 
33	11 
34	2 
35	21 
36	12 
37	14 
38	4 
39	11 
40	3 
41	14 
42	33 
43	22 
44	3 
45	31 
46	37 
47	29 
48	29 
49	9 
50	17 
51	23 
52	28 
53	29 
54	19 
55	23 
56	21 
57	32 
58	9 
59	22 
60	16 
61	13 
62	28 
63	1 
64	32 
65	39 
66	13 
67	5 
68	29 
69	41 
70	26 
71	33 
72	22 
73	11 
74	5 
75	39 
76	25 
77	10 
78	13 
79	34 
80	19 
81	10 
82	6 
83	5 
84	18 
85	2 
86	1 
87	33 
88	24 
89	29 
90	18 
91	29 
92	13 
93	32 
94	40 
95	35 
96	6 
97	4 
98	14 
99	1 
100	8 
101	37 
102	20 
103	33 
104	3 
105	20 
106	5 
107	14 
108	23 
109	29 
110	6 
111	12 
112	21 
113	33 
114	13 
115	16 
116	7 
117	41 
118	22 
119	6 
120	29 
121	34 
122	29 
123	18 
124	38 
125	11 
126	39 
127	8 
128	15 
129	12 
130	40 
131	35 
132	25 
133	7 
134	13 
135	22 
136	27 
137	32 
138	10 
139	41 
140	22 
141	37 
142	14 
143	10 
144	8 
145	27 
146	8 
147	8 
148	15 
149	5 
150	39 
151	28 
152	9 
153	22 
154	11 
155	35 
156	37 
157	5 
158	21 
159	1 
160	11 
161	5 
162	36 
163	30 
164	8 
165	35 
166	26 
167	24 
168	9 
169	40 
170	38 
171	16 
172	29 
173	8 
174	14 
175	13 
176	41 
177	20 
178	3 
179	25 
180	11 
181	39 
182	35 
183	21 
184	36 
185	15 
186	30 
187	35 
188	28 
189	5 
190	8 
191	5 
192	22 
193	29 
194	22 
195	29 
196	30 
197	1 
198	29 
199	22 
200	16 
201	35 
202	16 
203	19 
204	24 
205	27 
206	5 
207	35 
208	19 
209	41 
210	22 
211	39 
212	5 
213	13 
214	25 
215	17 
216	37 
217	5 
218	39 
219	5 
220	38 
221	14 
222	9 
223	27 
224	19 
225	20 
226	9 
227	1 
228	1 
229	38 
230	2 
231	11 
232	32 
233	25 
234	13 
235	32 
236	10 
237	27 
238	28 
239	34 
240	24 
241	10 
242	40 
243	26 
244	7 
245	25 
246	27 
247	20 
248	14 
249	31 
250	36 
251	29 
252	25 
253	10 
254	22 
255	38 
256	35 
257	41 
258	13 
259	10 
260	31 
261	14 
262	29 
263	21 
264	10 
265	10 
266	1 
267	11 
268	23 
269	32 
270	22 
271	27 
272	4 
273	12 
274	18 
275	29 
276	13 
277	29 
278	20 
279	18 
280	36 
281	38 
282	7 
283	6 
284	35 
285	5 
286	20 
287	22 
288	14 
289	14 
290	13 
291	25 
292	31 
293	29 
294	39 
295	38 
296	22 
297	2 
298	26 
299	5 
300	34 
301	39 
302	38 
303	8 
304	39 
305	23 
306	2 
307	5 
308	41 
309	37 
310	18 
311	29 
312	36 
313	17 
314	16 
315	22 
316	19 
317	24 
318	24 
319	39 
320	32 
321	16 
322	29 
323	20 
324	26 
325	37 
326	16 
327	20 
328	28 
329	6 
330	11 
331	28 
332	14 
333	8 
334	10 
335	24 
336	25 
337	27 
338	27 
339	31 
340	41 
341	19 
342	29 
343	36 
344	13 
345	34 
346	32 
347	1 
348	5 
349	17 
350	20 
351	2 
352	5 
353	16 
354	25 
355	15 
356	9 
357	24 
358	10 
359	24 
360	41 
361	20 
362	8 
363	21 
364	19 
365	10 
366	26 
367	1 
368	28 
369	29 
370	40 
371	28 
372	14 
373	27 
374	8 
375	12 
376	35 
377	39 
378	24 
379	14 
380	30 
381	19 
382	26 
383	4 
384	12 
385	11 
386	4 
387	7 
388	40 
389	19 
390	30 
391	25 
392	27 
393	22 
394	17 
395	6 
396	25 
397	4 
398	3 
399	5 
400	20 
401	15 
402	38 
403	15 
404	11 
405	4 
406	34 
407	23 
408	23 
409	16 
410	29 
411	11 
412	39 
413	1 
414	40 
415	39 
416	10 
417	4 
418	39 
419	13 
420	13 
421	40 
422	39 
423	2 
424	23 
425	23 
426	39 
427	5 
428	35 
429	10 
430	13 
431	30 
432	38 
433	35 
434	16 
435	29 
436	29 
437	10 
438	10 
439	29 
440	9 
441	13 
442	41 
443	19 
444	5 
445	14 
446	28 
447	22 
448	40 
449	8 
450	32 
451	2 
452	3 
453	21 
454	40 
455	25 
456	35 
457	9 
458	10 
459	13 
460	7 
461	40 
462	20 
463	40 
464	2 
465	18 
466	15 
467	28 
468	22 
469	30 
470	3 
471	25 
472	36 
473	35 
474	11 
475	14 
476	5 
477	37 
478	27 
479	15 
480	14 
481	10 
482	37 
483	5 
484	9 
485	12 
486	2 
487	29 
488	37 
489	8 
490	40 
491	25 
492	38 
493	35 
494	19 
495	32 
496	28 
497	21 
498	31 
499	10 
500	1 
501	10 
502	31 
503	23 
504	35 
505	35 
506	27 
507	24 
508	11 
509	34 
510	29 
511	16 
512	23 
513	32 
514	7 
515	7 
516	37 
517	29 
518	17 
519	15 
520	10 
521	35 
522	37 
523	16 
524	10 
525	1 
526	3 
527	24 
528	11 
529	41 
530	31 
531	14 
532	1 
533	37 
534	22 
535	13 
536	25 
537	20 
538	25 
539	32 
540	25 
541	30 
542	38 
543	10 
544	7 
545	18 
546	32 
547	29 
548	10 
549	38 
550	14 
551	24 
552	24 
553	14 
554	38 
555	41 
556	25 
557	16 
558	20 
559	8 
560	15 
561	17 
562	23 
563	40 
564	1 
565	28 
566	23 
567	32 
568	13 
569	22 
570	11 
571	11 
572	38 
573	36 
574	40 
575	40 
576	19 
577	11 
578	27 
579	11 
580	33 
581	5 
582	28 
583	37 
584	30 
585	40 
586	28 
587	14 
588	23 
589	15 
590	16 
591	1 
592	25 
593	22 
594	22 
595	1 
596	29 
597	32 
598	33 
599	41 
600	22 
601	35 
602	40 
603	28 
604	8 
605	14 
606	20 
607	5 
608	1 
609	38 
610	25 
611	14 
612	32 
613	12 
614	20 
615	15 
616	3 
617	5 
618	20 
619	20 
620	40 
621	29 
622	11 
623	37 
624	1 
625	30 
626	9 
627	24 
628	39 
629	34 
630	36 
631	16 
632	35 
633	26 
634	27 
635	29 
636	41 
637	2 
638	28 
639	32 
640	28 
641	13 
642	26 
643	7 
644	17 
645	34 
646	22 
647	13 
648	39 
649	38 
650	6 
651	33 
652	25 
653	5 
654	36 
655	23 
656	30 
657	11 
658	22 
659	3 
660	37 
661	41 
662	24 
663	23 
664	33 
665	39 
666	7 
667	28 
668	24 
669	21 
670	36 
671	29 
672	8 
673	28 
674	27 
675	33 
676	5 
677	39 
678	28 
679	1 
680	39 
681	12 
682	13 
683	5 
684	16 
685	20 
686	7 
687	3 
688	32 
689	30 
690	11 
691	12 
692	38 
693	13 
694	5 
695	32 
696	18 
697	1 
698	6 
699	16 
700	15 
701	29 
702	10 
703	26 
704	7 
705	41 
706	10 
707	23 
708	1 
709	29 
710	20 
711	41 
712	22 
713	1 
714	34 
715	7 
716	10 
717	27 
718	38 
719	1 
720	11 
721	19 
722	20 
723	38 
724	4 
725	29 
726	33 
727	23 
728	3 
729	24 
730	3 
731	36 
732	21 
733	32 
734	26 
735	20 
736	37 
737	28 
738	41 
739	10 
740	13 
741	5 
742	11 
743	35 
744	26 
745	20 
746	8 
747	34 
748	29 
749	22 
750	25 
751	27 
752	13 
753	7 
754	1 
755	23 
756	31 
757	22 
758	10 
759	33 
760	39 
761	8 
762	21 
763	25 
764	5 
765	8 
766	27 
767	16 
768	39 
769	10 
770	23 
771	24 
772	1 
773	17 
774	38 
775	22 
776	30 
777	5 
778	14 
779	31 
780	8 
781	22 
782	10 
783	16 
784	11 
785	24 
786	25 
787	41 
788	32 
789	13 
790	1 
791	29 
792	11 
793	23 
794	37 
795	25 
796	29 
797	30 
798	37 
799	32 
800	10 
801	36 
802	40 
803	11 
804	20 
805	32 
806	16 
807	30 
808	24 
809	32 
810	39 
811	25 
812	25 
813	25 
814	18 
815	17 
816	7 
817	24 
818	8 
819	6 
820	36 
821	20 
822	19 
823	7 
824	31 
825	20 
826	7 
827	11 
828	7 
829	20 
830	35 
831	33 
832	35 
833	37 
834	1 
835	5 
836	26 
837	11 
838	27 
839	32 
840	21 
841	7 
842	31 
843	24 
844	39 
845	1 
846	1 
847	10 
848	25 
849	37 
850	37 
851	19 
852	20 
853	32 
854	14 
855	27 
856	10 
857	20 
858	27 
859	32 
860	7 
861	27 
862	17 
863	27 
864	3 
865	7 
866	33 
867	24 
868	12 
869	15 
870	6 
871	29 
872	32 
873	4 
874	14 
875	9 
876	7 
877	2 
878	17 
879	8 
880	37 
881	3 
882	10 
883	25 
884	15 
885	21 
886	35 
887	24 
888	10 
889	33 
890	27 
891	24 
892	14 
893	1 
894	22 
895	25 
896	28 
897	14 
898	22 
899	20 
900	33 
901	15 
902	12 
903	28 
904	22 
905	1 
906	29 
907	15 
908	16 
909	25 
910	30 
911	23 
912	24 
913	23 
914	24 
915	9 
916	32 
917	21 
918	24 
919	23 
920	6 
921	41 
922	1 
923	27 
924	29 
925	32 
926	36 
927	9 
928	7 
929	22 
930	17 
931	24 
932	29 
933	10 
934	16 
935	39 
936	22 
937	10 
938	25 
939	7 
940	20 
941	40 
942	32 
943	18 
944	1 
945	26 
