degree distribution (probability density function of the degree in logarithmic bins) 
10.4413	0.12198
12.4286	0.0784942
14.8625	0.0664102
17.8416	0.0356894
21.0519	0.0231639
24.5538	0.016647
28.5	0.0135182
33.2958	0.0131792
39.6739	0.00726926
46.1026	0.00524687
50	0.000572676

degree distribution (degree-occurrences) 
10	0.119
11	0.094
12	0.092
13	0.069
14	0.065
15	0.052
16	0.043
17	0.042
18	0.033
19	0.026
20	0.022
21	0.029
22	0.026
23	0.014
24	0.02
25	0.012
26	0.019
27	0.017
28	0.012
29	0.018
30	0.015
31	0.016
32	0.011
33	0.014
34	0.009
35	0.008
36	0.013
37	0.008
38	0.004
39	0.008
40	0.009
41	0.009
42	0.008
43	0.006
44	0.005
45	0.006
46	0.005
47	0.004
48	0.005
49	0.008
50	0.005


--------------------------------------
community distribution (size-occurrences)
11	0.0243902
12	0.097561
13	0.0487805
14	0.0243902
15	0.0487805
16	0.0487805
17	0.0731707
18	0.0487805
22	0.0243902
23	0.0243902
24	0.0243902
25	0.0487805
26	0.0243902
27	0.0731707
28	0.0243902
29	0.0731707
32	0.0243902
33	0.0487805
34	0.0243902
35	0.0243902
36	0.0487805
40	0.0243902
41	0.0243902
44	0.0243902
47	0.0243902


--------------------------------------
mixing parameter
1	1

--------------------------------------
